transaction_id,amount,transaction_type,merchant_category,time_of_day
6430,4377,ATM Withdrawal,Travel,Night
6431,4640,Online,Clothing,Afternoon
6432,3523,POS,Cash,Morning
6433,2088,Bank Transfer,Dining,Evening
6434,1154,Online,Cash,Evening
6435,78,Bank Transfer,Cash,Night
6436,3727,Online,Electronics,Evening
6437,3018,Bank Transfer,Travel,Evening
6438,836,POS,Clothing,Night
6439,1179,ATM Withdrawal,Electronics,Night
6440,993,POS,Dining,Morning
6441,4586,ATM Withdrawal,Travel,Morning
6442,3987,Bank Transfer,Electronics,Night
6443,3344,Bank Transfer,Dining,Afternoon
6444,2350,ATM Withdrawal,Dining,Afternoon
6445,2025,Online,Clothing,Morning
6446,1462,POS,Cash,Morning
6447,2143,Online,Dining,Night
6448,1049,Bank Transfer,Dining,Afternoon
6449,4733,POS,Cash,Night
6450,4223,POS,Groceries,Morning
6451,3476,Online,Dining,Evening
6452,3036,ATM Withdrawal,Travel,Evening
6453,4267,ATM Withdrawal,Electronics,Evening
6454,2757,POS,Cash,Night
6455,4272,ATM Withdrawal,Cash,Afternoon
6456,4405,Bank Transfer,Cash,Morning
6457,3505,Online,Travel,Afternoon
6458,3865,Online,Cash,Afternoon
6459,571,Online,Travel,Morning
6460,2213,POS,Clothing,Afternoon
6461,3429,POS,Groceries,Evening
6462,1154,ATM Withdrawal,Cash,Morning
6463,2709,Online,Groceries,Evening
6464,1561,Bank Transfer,Cash,Night
6465,4031,Bank Transfer,Travel,Evening
6466,570,Online,Electronics,Night
6467,1197,POS,Groceries,Night
6468,3143,POS,Groceries,Morning
6469,3421,POS,Travel,Evening
6470,1699,Bank Transfer,Groceries,Evening
6471,4417,Online,Clothing,Evening
6472,2433,Bank Transfer,Travel,Morning
6473,1379,Online,Groceries,Night
6474,590,Bank Transfer,Groceries,Night
6475,986,Bank Transfer,Groceries,Night
6476,4282,ATM Withdrawal,Travel,Morning
6477,4619,Bank Transfer,Electronics,Morning
6478,2366,Online,Dining,Afternoon
6479,128,Bank Transfer,Cash,Evening
6480,1552,ATM Withdrawal,Groceries,Night
6481,4872,ATM Withdrawal,Dining,Afternoon
6482,3053,Online,Dining,Afternoon
6483,982,ATM Withdrawal,Groceries,Evening
6484,925,ATM Withdrawal,Groceries,Morning
6485,1447,POS,Cash,Afternoon
6486,596,Online,Dining,Morning
6487,360,ATM Withdrawal,Electronics,Morning
6488,4601,ATM Withdrawal,Dining,Evening
6489,2572,ATM Withdrawal,Electronics,Afternoon
6490,1880,Online,Clothing,Night
6491,282,POS,Electronics,Afternoon
6492,2937,Bank Transfer,Cash,Night
6493,4368,POS,Travel,Night
6494,3449,Online,Groceries,Morning
6495,3051,Online,Clothing,Night
6496,3958,Online,Dining,Evening
6497,1774,Bank Transfer,Electronics,Afternoon
6498,4300,Online,Clothing,Morning
6499,1780,POS,Travel,Morning
6500,1532,ATM Withdrawal,Electronics,Night
6501,841,ATM Withdrawal,Cash,Morning
6502,571,Online,Dining,Evening
6503,3550,Online,Dining,Evening
6504,4146,Bank Transfer,Electronics,Morning
6505,1489,ATM Withdrawal,Travel,Morning
6506,4476,Bank Transfer,Groceries,Evening
6507,1215,Bank Transfer,Groceries,Night
6508,666,Bank Transfer,Dining,Morning
6509,3950,Bank Transfer,Travel,Night
6510,599,POS,Dining,Morning
6511,4336,Online,Groceries,Evening
6512,4914,Online,Dining,Morning
6513,1381,Bank Transfer,Electronics,Morning
6514,4584,Bank Transfer,Cash,Morning
6515,3761,POS,Electronics,Evening
6516,3769,Bank Transfer,Cash,Evening
6517,2110,POS,Travel,Evening
6518,1894,POS,Groceries,Afternoon
6519,757,Bank Transfer,Travel,Afternoon
6520,473,Online,Travel,Afternoon
6521,763,POS,Groceries,Afternoon
6522,592,Online,Clothing,Evening
6523,2215,Online,Clothing,Morning
6524,4124,POS,Dining,Evening
6525,4160,ATM Withdrawal,Clothing,Afternoon
6526,4037,POS,Electronics,Night
6527,4826,ATM Withdrawal,Cash,Night
6528,3363,POS,Travel,Evening
6529,2818,POS,Dining,Morning
6530,3613,Online,Travel,Afternoon
6531,3923,Online,Groceries,Morning
6532,1429,Bank Transfer,Clothing,Morning
6533,2177,Online,Groceries,Morning
6534,2154,Online,Dining,Afternoon
6535,2177,Online,Cash,Evening
6536,1570,Online,Electronics,Afternoon
6537,1186,Bank Transfer,Clothing,Afternoon
6538,1278,Online,Groceries,Evening
6539,3597,ATM Withdrawal,Cash,Evening
6540,1176,ATM Withdrawal,Clothing,Evening
6541,3585,Bank Transfer,Travel,Night
6542,2851,Online,Electronics,Night
6543,1880,ATM Withdrawal,Cash,Evening
6544,3939,POS,Clothing,Morning
6545,2277,ATM Withdrawal,Electronics,Night
6546,2896,Online,Cash,Afternoon
6547,169,ATM Withdrawal,Travel,Afternoon
6548,2668,POS,Travel,Night
6549,3773,ATM Withdrawal,Groceries,Afternoon
6550,4744,Online,Dining,Evening
6551,1065,POS,Groceries,Afternoon
6552,343,Bank Transfer,Electronics,Night
6553,3606,POS,Groceries,Morning
6554,901,ATM Withdrawal,Cash,Afternoon
6555,2997,Bank Transfer,Clothing,Afternoon
6556,4457,POS,Cash,Morning
6557,1372,POS,Groceries,Night
6558,935,POS,Dining,Morning
6559,2453,Online,Cash,Afternoon
6560,2587,Bank Transfer,Cash,Night
6561,3990,Bank Transfer,Cash,Evening
6562,2415,POS,Dining,Night
6563,1429,Bank Transfer,Cash,Night
6564,2885,ATM Withdrawal,Electronics,Evening
6565,69,ATM Withdrawal,Travel,Night
6566,2534,POS,Dining,Afternoon
6567,3807,ATM Withdrawal,Electronics,Afternoon
6568,2669,POS,Dining,Afternoon
6569,4106,ATM Withdrawal,Dining,Afternoon
6570,1588,POS,Travel,Evening
6571,4416,POS,Clothing,Afternoon
6572,3115,Bank Transfer,Electronics,Night
6573,717,Bank Transfer,Dining,Morning
6574,1790,POS,Dining,Evening
6575,2423,Bank Transfer,Groceries,Evening
6576,4963,Bank Transfer,Cash,Morning
6577,3416,Online,Clothing,Afternoon
6578,2171,ATM Withdrawal,Travel,Afternoon
6579,3549,Bank Transfer,Electronics,Night
6580,618,POS,Dining,Afternoon
6581,318,Online,Cash,Afternoon
6582,4317,Online,Electronics,Night
6583,2374,Bank Transfer,Travel,Afternoon
6584,194,POS,Clothing,Morning
6585,255,POS,Groceries,Afternoon
6586,248,POS,Clothing,Morning
6587,529,POS,Groceries,Morning
6588,3917,POS,Electronics,Morning
6589,286,ATM Withdrawal,Clothing,Afternoon
6590,4038,POS,Clothing,Afternoon
6591,4319,POS,Clothing,Evening
6592,615,ATM Withdrawal,Travel,Night
6593,4583,Bank Transfer,Electronics,Night
6594,4613,Online,Groceries,Evening
6595,4063,ATM Withdrawal,Clothing,Morning
6596,2722,Online,Electronics,Night
6597,151,Online,Cash,Evening
6598,3671,ATM Withdrawal,Travel,Morning
6599,2379,POS,Travel,Evening
6600,1727,Online,Cash,Afternoon
6601,4566,POS,Electronics,Afternoon
6602,4775,Bank Transfer,Groceries,Morning
6603,3437,ATM Withdrawal,Electronics,Morning
6604,2334,Online,Electronics,Afternoon
6605,1854,POS,Dining,Night
6606,409,Online,Travel,Night
6607,4773,Bank Transfer,Groceries,Afternoon
6608,2573,Bank Transfer,Dining,Night
6609,1532,Online,Cash,Afternoon
6610,1344,ATM Withdrawal,Electronics,Evening
6611,2633,Bank Transfer,Cash,Evening
6612,248,POS,Travel,Evening
6613,3225,Bank Transfer,Dining,Night
6614,3657,POS,Dining,Evening
6615,1626,Online,Groceries,Morning
6616,2439,POS,Electronics,Morning
6617,3662,Online,Groceries,Evening
6618,1731,Bank Transfer,Dining,Morning
6619,1282,ATM Withdrawal,Dining,Evening
6620,3149,Bank Transfer,Groceries,Evening
6621,2888,Bank Transfer,Dining,Afternoon
6622,1545,Bank Transfer,Clothing,Evening
6623,545,Bank Transfer,Travel,Morning
6624,958,ATM Withdrawal,Electronics,Night
6625,4968,Bank Transfer,Travel,Evening
6626,2652,POS,Electronics,Afternoon
6627,3951,ATM Withdrawal,Dining,Morning
6628,1031,ATM Withdrawal,Groceries,Afternoon
6629,443,POS,Groceries,Evening
6630,1413,Online,Dining,Evening
6631,3521,Bank Transfer,Electronics,Evening
6632,2945,ATM Withdrawal,Dining,Evening
6633,4888,Bank Transfer,Electronics,Morning
6634,4274,Bank Transfer,Dining,Night
6635,4814,POS,Dining,Evening
6636,3343,POS,Dining,Afternoon
6637,1612,POS,Groceries,Morning
6638,238,Bank Transfer,Electronics,Morning
6639,4532,ATM Withdrawal,Cash,Morning
6640,4227,ATM Withdrawal,Dining,Afternoon
6641,2206,Online,Travel,Night
6642,2909,Bank Transfer,Travel,Afternoon
6643,120,Online,Groceries,Afternoon
6644,1254,Online,Clothing,Afternoon
6645,4169,Online,Cash,Evening
6646,2695,Online,Groceries,Evening
6647,3811,Online,Clothing,Afternoon
6648,3877,Bank Transfer,Groceries,Afternoon
6649,1387,POS,Travel,Evening
6650,1781,Online,Dining,Evening
6651,22,ATM Withdrawal,Electronics,Night
6652,4344,Bank Transfer,Dining,Afternoon
6653,3271,Online,Travel,Morning
6654,672,ATM Withdrawal,Electronics,Night
6655,3102,Online,Clothing,Morning
6656,703,POS,Clothing,Night
6657,3400,Bank Transfer,Travel,Afternoon
6658,1191,POS,Electronics,Morning
6659,3028,ATM Withdrawal,Dining,Evening
6660,1514,Online,Travel,Night
6661,1912,POS,Clothing,Morning
6662,4181,POS,Travel,Night
6663,338,Online,Dining,Afternoon
6664,1449,Bank Transfer,Groceries,Morning
6665,3856,ATM Withdrawal,Cash,Morning
6666,4177,Bank Transfer,Cash,Morning
6667,234,ATM Withdrawal,Cash,Night
6668,2530,ATM Withdrawal,Groceries,Evening
6669,3724,POS,Dining,Evening
6670,2417,Online,Electronics,Evening
6671,820,Bank Transfer,Travel,Afternoon
6672,3127,POS,Dining,Morning
6673,4783,POS,Groceries,Evening
6674,3300,POS,Clothing,Evening
6675,4396,Bank Transfer,Cash,Morning
6676,2261,POS,Cash,Afternoon
6677,4671,Online,Dining,Night
6678,2539,POS,Cash,Night
6679,4616,POS,Cash,Night
6680,933,ATM Withdrawal,Dining,Morning
6681,3062,POS,Dining,Afternoon
6682,25,Bank Transfer,Groceries,Morning
6683,3606,Bank Transfer,Groceries,Night
6684,2413,Online,Cash,Evening
6685,4461,Bank Transfer,Dining,Evening
6686,4935,Bank Transfer,Dining,Evening
6687,4020,POS,Cash,Night
6688,2656,Online,Electronics,Afternoon
6689,1111,Bank Transfer,Clothing,Night
6690,2985,Online,Travel,Morning
6691,1100,Online,Travel,Afternoon
6692,2916,ATM Withdrawal,Cash,Evening
6693,1756,ATM Withdrawal,Travel,Afternoon
6694,4319,POS,Groceries,Afternoon
6695,1730,Bank Transfer,Groceries,Night
6696,458,POS,Electronics,Afternoon
6697,3022,POS,Cash,Night
6698,3514,Online,Groceries,Morning
6699,1578,Online,Cash,Afternoon
6700,3196,Online,Cash,Afternoon
6701,3501,POS,Dining,Afternoon
6702,2556,Bank Transfer,Clothing,Evening
6703,4815,POS,Clothing,Night
6704,4485,POS,Cash,Night
6705,1057,POS,Clothing,Evening
6706,4644,ATM Withdrawal,Clothing,Night
6707,4858,ATM Withdrawal,Travel,Morning
6708,4640,Bank Transfer,Travel,Evening
6709,4778,ATM Withdrawal,Dining,Night
6710,1074,POS,Electronics,Morning
6711,3831,ATM Withdrawal,Groceries,Night
6712,577,ATM Withdrawal,Groceries,Evening
6713,1446,POS,Travel,Night
6714,4520,Bank Transfer,Cash,Morning
6715,4554,ATM Withdrawal,Clothing,Morning
6716,4715,POS,Dining,Morning
6717,2715,POS,Electronics,Night
6718,2493,POS,Travel,Evening
6719,4810,Online,Cash,Night
6720,4839,POS,Dining,Afternoon
6721,3789,ATM Withdrawal,Cash,Evening
6722,4905,ATM Withdrawal,Dining,Afternoon
6723,2804,POS,Travel,Night
6724,1870,Online,Dining,Evening
6725,3346,Online,Clothing,Afternoon
6726,1900,Online,Dining,Night
6727,4836,ATM Withdrawal,Electronics,Evening
6728,4301,Online,Dining,Morning
6729,1107,Bank Transfer,Groceries,Morning
6730,1648,Bank Transfer,Dining,Morning
6731,1668,Online,Cash,Afternoon
6732,1135,Bank Transfer,Travel,Afternoon
6733,273,POS,Groceries,Night
6734,3002,Online,Travel,Morning
6735,170,Online,Cash,Afternoon
6736,1266,Online,Electronics,Morning
6737,4875,POS,Clothing,Night
6738,320,POS,Electronics,Evening
6739,236,Online,Groceries,Afternoon
6740,282,ATM Withdrawal,Cash,Afternoon
6741,4422,ATM Withdrawal,Cash,Evening
6742,1932,Bank Transfer,Clothing,Afternoon
6743,3167,POS,Dining,Night
6744,2348,Bank Transfer,Groceries,Afternoon
6745,1611,Bank Transfer,Clothing,Afternoon
6746,3728,Online,Travel,Evening
6747,2432,ATM Withdrawal,Clothing,Night
6748,1935,Bank Transfer,Travel,Morning
6749,576,Online,Travel,Morning
6750,2925,POS,Cash,Evening
6751,261,Bank Transfer,Clothing,Night
6752,2364,ATM Withdrawal,Cash,Evening
6753,3511,POS,Cash,Evening
6754,4780,Online,Electronics,Morning
6755,2321,POS,Electronics,Night
6756,2125,Bank Transfer,Cash,Night
6757,1612,POS,Cash,Evening
6758,3280,POS,Travel,Morning
6759,523,POS,Cash,Night
6760,451,ATM Withdrawal,Groceries,Evening
6761,10,Bank Transfer,Clothing,Afternoon
6762,912,Online,Groceries,Morning
6763,1230,ATM Withdrawal,Electronics,Night
6764,2331,Bank Transfer,Groceries,Night
6765,865,Online,Dining,Night
6766,1027,Online,Dining,Morning
6767,2230,Online,Electronics,Evening
6768,4690,Bank Transfer,Groceries,Afternoon
6769,3514,Online,Clothing,Night
6770,4560,Online,Electronics,Morning
6771,205,ATM Withdrawal,Dining,Night
6772,4704,Online,Electronics,Evening
6773,1342,POS,Groceries,Afternoon
6774,4661,ATM Withdrawal,Groceries,Night
6775,1527,ATM Withdrawal,Groceries,Morning
6776,4544,Bank Transfer,Travel,Evening
6777,2707,Online,Groceries,Afternoon
6778,4464,POS,Cash,Morning
6779,3117,POS,Dining,Night
6780,1067,Online,Dining,Morning
6781,2715,Online,Travel,Afternoon
6782,2073,Bank Transfer,Dining,Evening
6783,2802,POS,Dining,Evening
6784,430,ATM Withdrawal,Electronics,Night
6785,4658,Bank Transfer,Groceries,Night
6786,2824,Bank Transfer,Cash,Night
6787,2850,ATM Withdrawal,Cash,Night
6788,1041,Bank Transfer,Electronics,Afternoon
6789,1501,Online,Cash,Night
6790,4985,ATM Withdrawal,Electronics,Morning
6791,1895,ATM Withdrawal,Cash,Afternoon
6792,4957,POS,Dining,Afternoon
6793,519,ATM Withdrawal,Clothing,Night
6794,1869,Bank Transfer,Groceries,Afternoon
6795,1868,POS,Clothing,Morning
6796,923,Bank Transfer,Dining,Afternoon
6797,2075,Online,Travel,Afternoon
6798,2976,Online,Electronics,Morning
6799,4899,POS,Cash,Morning
6800,3847,POS,Cash,Afternoon
6801,1606,Bank Transfer,Dining,Evening
6802,4452,Online,Cash,Afternoon
6803,1065,POS,Dining,Morning
6804,1033,Online,Clothing,Morning
6805,3214,Online,Travel,Morning
6806,585,Online,Electronics,Evening
6807,208,Bank Transfer,Cash,Morning
6808,1375,Bank Transfer,Travel,Night
6809,2008,Online,Travel,Night
6810,1026,Online,Travel,Evening
6811,3628,Online,Groceries,Morning
6812,35,ATM Withdrawal,Travel,Morning
6813,1568,ATM Withdrawal,Dining,Night
6814,3734,Bank Transfer,Groceries,Night
6815,3468,Online,Groceries,Afternoon
6816,3366,ATM Withdrawal,Travel,Evening
6817,2377,POS,Cash,Afternoon
6818,480,POS,Cash,Evening
6819,2477,Online,Cash,Morning
6820,4756,ATM Withdrawal,Cash,Morning
6821,895,POS,Dining,Evening
6822,885,Bank Transfer,Cash,Afternoon
6823,951,POS,Electronics,Night
6824,3051,Bank Transfer,Travel,Evening
6825,581,POS,Groceries,Evening
6826,4159,POS,Electronics,Evening
6827,614,ATM Withdrawal,Cash,Morning
6828,4430,POS,Electronics,Evening
6829,3539,POS,Groceries,Morning
6830,4990,Bank Transfer,Cash,Night
6831,4370,Bank Transfer,Electronics,Night
6832,391,POS,Dining,Afternoon
6833,1246,Online,Dining,Morning
6834,2390,POS,Travel,Night
6835,3789,POS,Travel,Night
6836,2115,ATM Withdrawal,Electronics,Afternoon
6837,1527,POS,Groceries,Afternoon
6838,1543,POS,Dining,Afternoon
6839,3304,Bank Transfer,Clothing,Morning
6840,3450,Bank Transfer,Travel,Evening
6841,3499,Bank Transfer,Dining,Morning
6842,3955,Bank Transfer,Cash,Afternoon
6843,4652,POS,Electronics,Evening
6844,880,Online,Dining,Night
6845,2160,ATM Withdrawal,Dining,Morning
6846,3242,ATM Withdrawal,Electronics,Afternoon
6847,3241,Online,Travel,Afternoon
6848,3776,Online,Travel,Evening
6849,4970,ATM Withdrawal,Clothing,Morning
6850,3217,POS,Clothing,Night
6851,4503,ATM Withdrawal,Travel,Night
6852,4497,Online,Travel,Evening
6853,3836,POS,Travel,Evening
6854,1622,ATM Withdrawal,Travel,Night
6855,1087,POS,Dining,Evening
6856,1310,POS,Clothing,Evening
6857,2168,Online,Electronics,Morning
6858,2281,Bank Transfer,Groceries,Evening
6859,2539,ATM Withdrawal,Electronics,Afternoon
6860,3270,Online,Cash,Afternoon
6861,373,ATM Withdrawal,Groceries,Afternoon
6862,855,Bank Transfer,Dining,Evening
6863,3042,Bank Transfer,Cash,Night
6864,1337,Bank Transfer,Clothing,Afternoon
6865,3172,Bank Transfer,Groceries,Morning
6866,401,ATM Withdrawal,Travel,Evening
6867,3265,POS,Cash,Night
6868,2069,POS,Dining,Night
6869,3247,Bank Transfer,Groceries,Evening
6870,2056,Bank Transfer,Travel,Evening
6871,4251,POS,Cash,Morning
6872,1315,Online,Dining,Evening
6873,2904,Bank Transfer,Cash,Evening
6874,2042,POS,Groceries,Night
6875,774,Online,Travel,Afternoon
6876,508,POS,Clothing,Afternoon
6877,3378,Online,Dining,Night
6878,2954,ATM Withdrawal,Groceries,Evening
6879,3814,Online,Travel,Morning
6880,4223,Bank Transfer,Clothing,Afternoon
6881,4470,Online,Cash,Evening
6882,145,Online,Travel,Afternoon
6883,1110,Bank Transfer,Clothing,Night
6884,1881,ATM Withdrawal,Groceries,Afternoon
6885,4043,Online,Travel,Night
6886,4123,ATM Withdrawal,Travel,Night
6887,4022,POS,Electronics,Night
6888,214,POS,Dining,Morning
6889,4604,Bank Transfer,Travel,Evening
6890,2381,ATM Withdrawal,Clothing,Night
6891,4700,Bank Transfer,Dining,Night
6892,571,Bank Transfer,Groceries,Afternoon
6893,3324,Online,Dining,Evening
6894,3970,POS,Electronics,Morning
6895,2536,Bank Transfer,Groceries,Morning
6896,2221,Online,Travel,Afternoon
6897,2381,Online,Cash,Morning
6898,4745,ATM Withdrawal,Groceries,Afternoon
6899,2691,POS,Groceries,Evening
6900,2816,ATM Withdrawal,Electronics,Afternoon
6901,3779,ATM Withdrawal,Clothing,Afternoon
6902,2265,Bank Transfer,Groceries,Night
6903,4420,ATM Withdrawal,Clothing,Morning
6904,910,Bank Transfer,Dining,Evening
6905,1760,ATM Withdrawal,Cash,Evening
6906,4909,Online,Electronics,Night
6907,3305,POS,Travel,Afternoon
6908,3169,POS,Groceries,Evening
6909,1462,POS,Cash,Evening
6910,1253,Online,Cash,Afternoon
6911,2332,Online,Clothing,Afternoon
6912,1680,ATM Withdrawal,Groceries,Evening
6913,2037,ATM Withdrawal,Cash,Afternoon
6914,1778,ATM Withdrawal,Electronics,Morning
6915,3673,ATM Withdrawal,Travel,Evening
6916,2312,POS,Dining,Afternoon
6917,1179,ATM Withdrawal,Dining,Evening
6918,4720,Online,Clothing,Evening
6919,2442,Online,Cash,Night
6920,396,Online,Dining,Morning
6921,2440,Bank Transfer,Clothing,Morning
6922,3358,Bank Transfer,Travel,Night
6923,1415,Bank Transfer,Groceries,Night
6924,133,ATM Withdrawal,Electronics,Evening
6925,4007,POS,Travel,Morning
6926,3462,POS,Travel,Night
6927,3906,ATM Withdrawal,Dining,Afternoon
6928,1634,ATM Withdrawal,Dining,Evening
6929,1191,Bank Transfer,Electronics,Morning
6930,737,Online,Groceries,Evening
6931,3894,Online,Travel,Evening
6932,3680,Bank Transfer,Cash,Afternoon
6933,1151,Bank Transfer,Dining,Afternoon
6934,2385,POS,Travel,Night
6935,4041,Bank Transfer,Groceries,Afternoon
6936,368,Online,Clothing,Morning
6937,3752,Online,Groceries,Night
6938,2854,ATM Withdrawal,Travel,Morning
6939,4548,POS,Travel,Morning
6940,2221,ATM Withdrawal,Electronics,Night
6941,982,POS,Travel,Afternoon
6942,370,ATM Withdrawal,Dining,Evening
6943,2642,POS,Cash,Afternoon
6944,3200,Bank Transfer,Electronics,Morning
6945,4958,Online,Travel,Morning
6946,1634,Bank Transfer,Groceries,Night
6947,3938,POS,Travel,Morning
6948,1766,POS,Groceries,Night
6949,250,ATM Withdrawal,Groceries,Night
6950,4771,POS,Travel,Afternoon
6951,985,Bank Transfer,Groceries,Morning
6952,4328,POS,Cash,Afternoon
6953,2323,POS,Clothing,Evening
6954,1315,ATM Withdrawal,Electronics,Afternoon
6955,797,POS,Travel,Morning
6956,2438,ATM Withdrawal,Clothing,Evening
6957,565,Online,Groceries,Morning
6958,2119,ATM Withdrawal,Groceries,Evening
6959,4952,POS,Electronics,Morning
6960,2659,Online,Clothing,Afternoon
6961,1569,POS,Clothing,Morning
6962,4245,ATM Withdrawal,Travel,Night
6963,1373,Bank Transfer,Groceries,Night
6964,3969,Online,Dining,Afternoon
6965,599,Bank Transfer,Travel,Afternoon
6966,1759,Bank Transfer,Travel,Evening
6967,550,Online,Travel,Afternoon
6968,2432,Bank Transfer,Electronics,Night
6969,300,Bank Transfer,Electronics,Afternoon
6970,2100,Bank Transfer,Travel,Night
6971,3945,Bank Transfer,Cash,Afternoon
6972,3968,Online,Dining,Night
6973,3869,POS,Clothing,Evening
6974,1265,Bank Transfer,Clothing,Morning
6975,17,Online,Groceries,Morning
6976,1667,Online,Clothing,Night
6977,4588,Online,Clothing,Afternoon
6978,4438,Online,Dining,Afternoon
6979,1266,ATM Withdrawal,Clothing,Morning
6980,3960,POS,Dining,Night
6981,1049,POS,Electronics,Afternoon
6982,2126,Bank Transfer,Dining,Morning
6983,694,Online,Electronics,Night
6984,4028,ATM Withdrawal,Dining,Evening
6985,1807,Online,Travel,Afternoon
6986,1834,Bank Transfer,Cash,Afternoon
6987,3544,POS,Electronics,Night
6988,72,Bank Transfer,Electronics,Morning
6989,270,Bank Transfer,Clothing,Night
6990,3581,Bank Transfer,Electronics,Morning
6991,3202,Bank Transfer,Dining,Night
6992,4963,Bank Transfer,Travel,Evening
6993,1498,Bank Transfer,Travel,Afternoon
6994,1140,Bank Transfer,Clothing,Morning
6995,4285,POS,Dining,Evening
6996,364,POS,Dining,Night
6997,2784,Online,Groceries,Morning
6998,598,Online,Electronics,Morning
6999,614,ATM Withdrawal,Clothing,Evening
7000,2238,ATM Withdrawal,Travel,Night
